category,question,answer,difficulty,grade_level,source,keyword_tag
Biology,What is dominant trait?,A dominant trait is one that is expressed even when only one copy of the gene is present.,Intermediate,Class 10,NCERT,Dominant trait(variant C)
Biology,What is recessive trait?,A recessive trait is only expressed when two copies of the gene are present.,Intermediate,Class 10,NCERT,Recessive trait(variant C)
Biology,What is cloning?,Cloning is the process of producing genetically identical copies of an organism.,Intermediate,Class 12,NCERT,Cloning(variant C)
Biology,What is Dolly the sheep?,Dolly was the first mammal cloned from an adult somatic cell in 1996.,Intermediate,Class 12,General,Dolly sheep(variant C)
Biology,What is biotechnology?,Biotechnology is the use of biological systems and living organisms to develop products and technologies.,Intermediate,Class 12,NCERT,Biotechnology(variant C)
Biology,What is genetic engineering?,Genetic engineering is the direct manipulation of an organism's genes using biotechnology.,Advanced,Class 12,NCERT,Genetic engineering(variant C)
Biology,What are stem cells?,Stem cells are undifferentiated cells that can develop into many different types of cells.,Advanced,Class 12,General,Stem cells(variant C)
Biology,What is the human genome?,The human genome is the complete set of DNA including all genes in a human cell.,Advanced,Class 12,General,Human genome(variant C)
Biology,What is the Human Genome Project?,The Human Genome Project was an international effort to map all human genes completed in 2003.,Advanced,Class 12,General,HGP(variant C)
Biology,What is cancer?,Cancer is a disease where cells divide uncontrollably and may spread to other parts of the body.,Intermediate,Class 12,General,Cancer(variant C)
Biology,What is diabetes?,Diabetes is a condition where the body cannot regulate blood sugar due to insufficient insulin.,Basic,Class 10,General,Diabetes(variant C)
Biology,What is malaria?,Malaria is a disease caused by Plasmodium parasites transmitted through Anopheles mosquito bites.,Basic,Class 10,NCERT,Malaria(variant C)
Biology,What is tuberculosis?,Tuberculosis (TB) is a bacterial infection caused by Mycobacterium tuberculosis affecting the lungs.,Basic,Class 10,General,Tuberculosis(variant C)
Biology,What is AIDS?,AIDS is a disease caused by HIV virus that weakens the immune system.,Basic,Class 10,NCERT,AIDS(variant C)
Biology,What is dengue?,Dengue is a viral disease transmitted by Aedes mosquitoes causing high fever and joint pain.,Basic,Class 10,General,Dengue(variant C)
Biology,What is COVID-19?,COVID-19 is a disease caused by SARS-CoV-2 coronavirus causing respiratory illness.,Basic,General,General,COVID-19(variant C)
Biology,What is the largest organ of the human body?,The skin is the largest organ of the human body.,Basic,Class 8,General,Largest organ(variant C)
Biology,What is the largest internal organ?,The liver is the largest internal organ of the human body.,Basic,Class 10,General,Largest internal organ(variant C)
Biology,What is the smallest bone in the human body?,The stapes in the ear is the smallest bone in the human body.,Basic,General,General,Smallest bone(variant C)
Biology,What is the longest bone in the human body?,The femur (thigh bone) is the longest bone in the human body.,Basic,General,General,Longest bone(variant C)
Biology,How many bones does the adult human body have?,The adult human body has 206 bones.,Basic,Class 8,General,Human bones(variant C)
Biology,What is the function of the lungs?,The lungs exchange gases: absorbing oxygen from air and releasing carbon dioxide from blood.,Basic,Class 10,NCERT,Lungs(variant C)
Biology,What is the function of the stomach?,The stomach digests food by mixing it with gastric juices containing hydrochloric acid and enzymes.,Basic,Class 10,NCERT,Stomach(variant C)
Biology,What is the function of the small intestine?,The small intestine absorbs nutrients from digested food into the bloodstream.,Basic,Class 10,NCERT,Small intestine(variant C)
Biology,What is the function of the large intestine?,The large intestine absorbs water and electrolytes and eliminates waste as faeces.,Basic,Class 10,NCERT,Large intestine(variant C)
Earth Science,What is the atmosphere?,The atmosphere is the layer of gases surrounding Earth held by gravity.,Basic,Class 7,NCERT,Atmosphere(variant C)
Earth Science,What are the layers of the atmosphere?,Troposphere Stratosphere Mesosphere Thermosphere and Exosphere.,Intermediate,Class 7,NCERT,Atmosphere layers(variant C)
Earth Science,What is the ozone layer?,The ozone layer in the stratosphere absorbs harmful ultraviolet radiation from the Sun.,Basic,Class 10,NCERT,Ozone layer(variant C)
Earth Science,What is the water cycle?,The water cycle is the continuous movement of water through evaporation condensation precipitation and collection.,Basic,Class 7,NCERT,Water cycle(variant C)
Earth Science,What causes rainfall?,Rainfall occurs when water vapour in clouds condenses into droplets heavy enough to fall.,Basic,Class 7,NCERT,Rainfall(variant C)
Earth Science,What is an earthquake?,An earthquake is the shaking of Earth's surface caused by movement of tectonic plates.,Basic,Class 7,NCERT,Earthquake(variant C)
Earth Science,What causes earthquakes?,Earthquakes are caused by the movement and collision of tectonic plates along fault lines.,Basic,Class 7,NCERT,Earthquake cause(variant C)
Earth Science,What is the Richter scale?,The Richter scale measures the magnitude (energy released) of earthquakes.,Basic,Class 7,General,Richter scale(variant C)
Earth Science,What is a volcano?,A volcano is an opening in Earth's crust where molten rock gases and ash erupt.,Basic,Class 7,NCERT,Volcano(variant C)
Earth Science,What is a tsunami?,A tsunami is a series of large ocean waves caused by underwater earthquakes or volcanic eruptions.,Basic,Class 7,General,Tsunami(variant C)
Earth Science,What is the structure of the Earth?,Earth has four layers: crust mantle outer core and inner core.,Basic,Class 7,NCERT,Earth structure(variant C)
Earth Science,What is the crust of the Earth?,The crust is the outermost solid layer of Earth on which we live.,Basic,Class 7,NCERT,Earth crust(variant C)
Earth Science,What is the mantle?,The mantle is the thick layer of hot semi-solid rock between the crust and the core.,Basic,Class 7,NCERT,Earth mantle(variant C)
Earth Science,What is the core of the Earth?,The core is the innermost part of Earth made of iron and nickel.,Basic,Class 7,NCERT,Earth core(variant C)
Earth Science,What are tectonic plates?,Tectonic plates are large pieces of Earth's crust that move slowly on the mantle.,Intermediate,Class 7,NCERT,Tectonic plates(variant C)
Earth Science,What is weathering?,Weathering is the breaking down of rocks minerals and soils through contact with the environment.,Basic,Class 7,NCERT,Weathering(variant C)
Earth Science,What is erosion?,Erosion is the process by which wind water or ice moves weathered material from one place to another.,Basic,Class 7,NCERT,Erosion(variant C)
Earth Science,What is soil erosion?,Soil erosion is the wearing away of topsoil by wind water or human activities.,Basic,Class 7,NCERT,Soil erosion(variant C)
Earth Science,What is a fossil?,A fossil is the preserved remains or traces of a once-living organism found in rock.,Basic,Class 10,NCERT,Fossil(variant C)
Earth Science,What is the age of Earth?,Earth is approximately 4.5 billion years old.,Basic,Class 8,General,Earth age(variant C)
Earth Science,What is the Sun?,The Sun is a star at the centre of our solar system providing light and heat.,Basic,Class 6,NCERT,Sun(variant C)
Earth Science,How far is the Earth from the Sun?,Earth is approximately 150 million km (1 AU) from the Sun.,Basic,Class 8,General,Earth Sun distance(variant C)
Earth Science,What causes seasons?,Seasons are caused by the tilt of Earth's axis as it orbits the Sun.,Basic,Class 6,NCERT,Seasons(variant C)
Earth Science,What causes day and night?,Day and night are caused by Earth's rotation on its own axis.,Basic,Class 6,NCERT,Day night(variant C)
Earth Science,What is the Moon?,The Moon is Earth's natural satellite that orbits Earth once every 27.3 days.,Basic,Class 6,NCERT,Moon(variant C)
Earth Science,What causes tides?,Tides are caused by the gravitational pull of the Moon (and Sun) on Earth's oceans.,Intermediate,Class 8,NCERT,Tides(variant C)
Earth Science,What is a solar eclipse?,A solar eclipse occurs when the Moon comes between the Sun and Earth blocking sunlight.,Basic,Class 8,NCERT,Solar eclipse(variant C)
Earth Science,What is a lunar eclipse?,A lunar eclipse occurs when Earth comes between the Sun and Moon casting a shadow on the Moon.,Basic,Class 8,NCERT,Lunar eclipse(variant C)
Earth Science,What is the Milky Way?,The Milky Way is the galaxy containing our solar system with over 200 billion stars.,Basic,Class 8,General,Milky Way(variant C)
Earth Science,What is a black hole?,A black hole is a region in space with such strong gravity that nothing including light can escape.,Intermediate,Class 8,General,Black hole(variant C)
Earth Science,What is a star?,A star is a luminous ball of plasma held together by gravity undergoing nuclear fusion.,Basic,Class 8,General,Star(variant C)
Earth Science,What is a planet?,A planet is a celestial body orbiting a star that has cleared its orbital neighbourhood.,Basic,Class 8,NCERT,Planet(variant C)
Earth Science,How many planets are in our solar system?,There are 8 planets in our solar system: Mercury Venus Earth Mars Jupiter Saturn Uranus Neptune.,Basic,Class 8,NCERT,Planets(variant C)
Earth Science,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,Basic,Class 8,NCERT,Largest planet(variant C)
Earth Science,What is the smallest planet in our solar system?,Mercury is the smallest planet in our solar system.,Basic,Class 8,NCERT,Smallest planet(variant C)
Earth Science,What is the hottest planet in our solar system?,Venus is the hottest planet due to its thick CO2 atmosphere and greenhouse effect.,Basic,Class 8,General,Hottest planet(variant C)
Earth Science,What is the red planet?,Mars is called the red planet due to iron oxide (rust) on its surface.,Basic,Class 8,General,Red planet(variant C)
Earth Science,What is a comet?,A comet is a small icy body that orbits the Sun developing a tail of gas and dust when near the Sun.,Basic,Class 8,General,Comet(variant C)
Earth Science,What is an asteroid?,An asteroid is a rocky body orbiting the Sun mostly found in the asteroid belt between Mars and Jupiter.,Basic,Class 8,General,Asteroid(variant C)
Earth Science,What is a meteor?,A meteor is a space rock that enters Earth's atmosphere and burns up creating a streak of light.,Basic,Class 8,General,Meteor(variant C)
Earth Science,What is a meteorite?,A meteorite is a meteor that survives the atmosphere and hits Earth's surface.,Basic,Class 8,General,Meteorite(variant C)
Space Science,Who was the first human in space?,Yuri Gagarin of the Soviet Union was the first human in space on April 12 1961.,Basic,General,General,Yuri Gagarin(variant C)
Space Science,Who was the first man on the Moon?,Neil Armstrong was the first man to walk on the Moon on July 20 1969.,Basic,General,General,Moon landing(variant C)
Space Science,What is ISRO?,ISRO (Indian Space Research Organisation) is India's national space agency founded in 1969.,Basic,General,General,ISRO(variant C)
Space Science,What is Chandrayaan?,Chandrayaan is India's lunar exploration program. Chandrayaan-1 launched in 2008 discovered water on Moon.,Basic,General,General,Chandrayaan(variant C)
Space Science,What is Mangalyaan?,Mangalyaan (Mars Orbiter Mission) was India's first interplanetary mission launched in 2013.,Basic,General,General,Mangalyaan(variant C)
Space Science,What is a satellite?,A satellite is any object that orbits a planet. Artificial satellites are man-made and used for communication and observation.,Basic,Class 8,General,Satellite(variant C)
Space Science,What is the International Space Station?,The ISS is a habitable space station orbiting Earth at about 400 km altitude.,Basic,General,General,ISS(variant C)
Space Science,What is a light year?,A light year is the distance light travels in one year approximately 9.46 trillion kilometres.,Basic,Class 8,General,Light year(variant C)
Space Science,What is the nearest star to Earth?,Proxima Centauri is the nearest star to Earth at about 4.24 light years away.,Intermediate,General,General,Nearest star(variant C)
Space Science,What is the Big Bang theory?,The Big Bang theory states that the universe began as an extremely hot dense point about 13.8 billion years ago.,Intermediate,Class 12,General,Big Bang(variant C)
Space Science,What is dark matter?,Dark matter is an invisible form of matter that does not emit light but exerts gravitational effects.,Advanced,General,General,Dark matter(variant C)
Space Science,What is a nebula?,A nebula is a cloud of gas and dust in space often the birthplace of stars.,Intermediate,General,General,Nebula(variant C)
Space Science,What is a supernova?,A supernova is the explosive death of a massive star releasing enormous energy.,Intermediate,General,General,Supernova(variant C)
Space Science,What is the speed of light in km/s?,The speed of light is approximately 300000 km/s or 3 x 10^5 km/s.,Basic,Class 10,NCERT,Speed of light km/s(variant C)
Space Science,What is Aditya L1?,Aditya L1 is ISRO's solar observation spacecraft launched in 2023 to study the Sun.,Basic,General,General,Aditya L1(variant C)
Space Science,What is Gaganyaan?,Gaganyaan is India's first crewed spacecraft mission by ISRO aiming to send humans to space.,Basic,General,General,Gaganyaan(variant C)
Environment,What is pollution?,Pollution is the introduction of harmful substances into the environment.,Basic,Class 8,NCERT,Pollution(variant C)
Environment,What is air pollution?,Air pollution is the presence of harmful substances in the atmosphere.,Basic,Class 8,NCERT,Air pollution(variant C)
Environment,What is water pollution?,Water pollution is the contamination of water bodies with harmful substances.,Basic,Class 8,NCERT,Water pollution(variant C)
Environment,What is soil pollution?,Soil pollution is the degradation of land by harmful chemicals and waste.,Basic,Class 8,NCERT,Soil pollution(variant C)
Environment,What is noise pollution?,Noise pollution is excessive sound that disrupts the environment and causes harm.,Basic,Class 8,NCERT,Noise pollution(variant C)
Environment,What is deforestation?,Deforestation is the clearing of forests for agriculture urban development or logging.,Basic,Class 8,NCERT,Deforestation(variant C)
Environment,What is afforestation?,Afforestation is the planting of trees in areas where there were no previous forests.,Basic,Class 8,NCERT,Afforestation(variant C)
Environment,What is sustainable development?,Development that meets present needs without compromising the ability of future generations to meet their needs.,Intermediate,Class 10,NCERT,Sustainable development(variant C)
Environment,What is the carbon footprint?,Carbon footprint is the total greenhouse gas emissions caused by an individual organisation or product.,Intermediate,General,General,Carbon footprint(variant C)
Environment,What is acid rain?,Acid rain is precipitation made acidic by atmospheric pollution from sulphur and nitrogen oxides.,Intermediate,Class 10,NCERT,Acid rain(variant C)
Environment,What is eutrophication?,Eutrophication is excessive plant growth in water bodies due to nutrient pollution causing oxygen depletion.,Advanced,Class 12,NCERT,Eutrophication(variant C)
Environment,What is biomagnification?,Biomagnification is the increase in concentration of a toxic substance in organisms at higher trophic levels.,Advanced,Class 12,NCERT,Biomagnification(variant C)
Environment,What is composting?,Composting is the decomposition of organic waste into nutrient-rich fertiliser.,Basic,Class 8,General,Composting(variant C)
Environment,What are the 3Rs of waste management?,The 3Rs are Reduce Reuse and Recycle.,Basic,Class 8,NCERT,3Rs(variant C)
Environment,What is a national park?,A national park is a protected area conserved for wildlife and natural environment.,Basic,Class 10,NCERT,National park(variant C)
Environment,What is a biosphere reserve?,A biosphere reserve is a protected area designated to promote conservation of biodiversity.,Intermediate,Class 10,NCERT,Biosphere reserve(variant C)
Environment,What is the Paris Agreement?,The Paris Agreement is an international treaty to limit global warming to 1.5-2 degrees Celsius above pre-industrial levels.,Intermediate,General,General,Paris Agreement(variant C)
Environment,What is the Kyoto Protocol?,The Kyoto Protocol was an international agreement to reduce greenhouse gas emissions adopted in 1997.,Advanced,General,General,Kyoto Protocol(variant C)
Physics,What is work in physics?,Work is done when a force causes displacement. W = F x d x cos(theta).,Intermediate,Class 9,NCERT,Work formula(variant C)
Physics,What is power in physics?,Power is the rate of doing work. P = W/t measured in Watts.,Intermediate,Class 9,NCERT,Power formula(variant C)
Physics,What is efficiency?,Efficiency is the ratio of useful output energy to total input energy expressed as percentage.,Intermediate,Class 10,NCERT,Efficiency(variant C)
Physics,What is a lever?,A lever is a simple machine consisting of a rigid bar pivoting around a fulcrum.,Basic,Class 9,General,Lever(variant C)
Physics,What is mechanical advantage?,Mechanical advantage is the ratio of output force to input force in a machine.,Intermediate,Class 9,NCERT,Mechanical advantage(variant C)
Physics,What is friction?,Friction is the force that opposes the relative motion between two surfaces in contact.,Basic,Class 9,NCERT,Friction(variant C)
Physics,What are types of friction?,Types of friction are static friction kinetic friction rolling friction and fluid friction.,Intermediate,Class 9,NCERT,Friction types(variant C)
Physics,What is inertia?,Inertia is the tendency of an object to resist changes in its state of rest or motion.,Basic,Class 9,NCERT,Inertia(variant C)
Physics,What is momentum?,Momentum is the product of mass and velocity of an object. p = mv.,Intermediate,Class 9,NCERT,Momentum(variant C)
Physics,What is impulse?,Impulse is the change in momentum of an object equal to force multiplied by time.,Intermediate,Class 11,NCERT,Impulse(variant C)
Physics,What is the law of conservation of momentum?,The total momentum of a system remains constant if no external force acts on it.,Intermediate,Class 9,NCERT,Momentum conservation(variant C)
Physics,What is projectile motion?,Projectile motion is the motion of an object thrown horizontally moving under gravity in a curved path.,Intermediate,Class 11,NCERT,Projectile motion(variant C)
Physics,What is circular motion?,Circular motion is the movement of an object along the circumference of a circle.,Intermediate,Class 11,NCERT,Circular motion(variant C)
Physics,What is centripetal force?,Centripetal force is the force directed towards the centre of a circle keeping an object in circular motion.,Intermediate,Class 11,NCERT,Centripetal force(variant C)
Physics,What is centrifugal force?,Centrifugal force is the apparent outward force felt by an object undergoing circular motion.,Intermediate,Class 11,NCERT,Centrifugal force(variant C)
Physics,What is a wave front?,A wave front is an imaginary surface joining all points of a wave that have the same phase.,Advanced,Class 12,NCERT,Wave front(variant C)
Physics,What is Snell's law?,Snell's law states that n1 sin(i) = n2 sin(r) where i and r are angles of incidence and refraction.,Intermediate,Class 10,NCERT,Snell's law(variant C)
Physics,What is the mirror formula?,1/f = 1/v + 1/u where f is focal length v is image distance and u is object distance.,Intermediate,Class 10,NCERT,Mirror formula(variant C)
Physics,What is the lens formula?,1/f = 1/v - 1/u where f is focal length v is image distance and u is object distance.,Intermediate,Class 10,NCERT,Lens formula(variant C)
Physics,What is magnification?,Magnification is the ratio of image size to object size.,Basic,Class 10,NCERT,Magnification(variant C)
Chemistry,What is the formula for calcium carbonate?,The formula for calcium carbonate is CaCO3.,Basic,Class 10,NCERT,CaCO3(variant C)
Chemistry,What is the formula for sodium hydroxide?,The formula for sodium hydroxide (caustic soda) is NaOH.,Basic,Class 10,NCERT,NaOH(variant C)
Chemistry,What is the formula for potassium permanganate?,The formula for potassium permanganate is KMnO4.,Intermediate,Class 10,NCERT,KMnO4(variant C)
Chemistry,What is the formula for copper sulphate?,The formula for copper sulphate is CuSO4.,Basic,Class 10,NCERT,CuSO4(variant C)
Chemistry,What is a double displacement reaction?,A reaction where ions of two compounds exchange places forming two new compounds.,Intermediate,Class 10,NCERT,Double displacement(variant C)
Chemistry,What is a precipitation reaction?,A reaction where two solutions combine to form an insoluble solid called a precipitate.,Intermediate,Class 10,NCERT,Precipitation(variant C)
Chemistry,What is the law of definite proportions?,A compound always contains exactly the same proportion of elements by mass.,Basic,Class 9,NCERT,Definite proportions(variant C)
Chemistry,What is an isomer?,Isomers are compounds with the same molecular formula but different structural arrangements.,Advanced,Class 11,NCERT,Isomers(variant C)
Chemistry,What is a functional group?,A functional group is a specific group of atoms in a molecule responsible for its characteristic reactions.,Intermediate,Class 12,NCERT,Functional group(variant C)
Chemistry,What is saponification?,Saponification is the process of making soap by reacting fats or oils with a strong base.,Intermediate,Class 10,NCERT,Saponification(variant C)
Biology,What is an enzyme?,An enzyme is a biological catalyst (protein) that speeds up chemical reactions in living organisms.,Intermediate,Class 11,NCERT,Enzyme(variant C)
Biology,What is ATP?,ATP (Adenosine Triphosphate) is the energy currency of the cell providing energy for cellular processes.,Intermediate,Class 11,NCERT,ATP(variant C)
Biology,What is the cell cycle?,The cell cycle is the series of events that take place in a cell leading to its division and duplication.,Advanced,Class 11,NCERT,Cell cycle(variant C)
Biology,What is apoptosis?,Apoptosis is programmed cell death a normal process that eliminates damaged or unnecessary cells.,Advanced,Class 12,General,Apoptosis(variant C)
Biology,What is a zygote?,A zygote is the cell formed by the fusion of a sperm and an egg during fertilization.,Basic,Class 10,NCERT,Zygote(variant C)
Biology,What is germination?,Germination is the process by which a seed sprouts and begins to grow into a plant.,Basic,Class 7,NCERT,Germination(variant C)
Biology,What is pollination?,Pollination is the transfer of pollen from the male part to the female part of a flower.,Basic,Class 10,NCERT,Pollination(variant C)
Biology,What is fertilization in plants?,Fertilization in plants is the fusion of the male gamete (pollen) with the female gamete (ovule).,Basic,Class 10,NCERT,Plant fertilization(variant C)
Biology,What is the function of roots?,Roots anchor the plant absorb water and minerals from soil and store food.,Basic,Class 7,NCERT,Roots function(variant C)
Biology,What is the function of leaves?,Leaves carry out photosynthesis transpiration and gas exchange.,Basic,Class 7,NCERT,Leaves function(variant C)
Biology,What is the xylem?,Xylem is the vascular tissue that transports water and dissolved minerals from roots to leaves.,Intermediate,Class 10,NCERT,Xylem(variant C)
Biology,What is the phloem?,Phloem is the vascular tissue that transports food (sugars) from leaves to other parts of the plant.,Intermediate,Class 10,NCERT,Phloem(variant C)
Biology,What are the five kingdoms of life?,The five kingdoms are Monera Protista Fungi Plantae and Animalia.,Basic,Class 9,NCERT,Five kingdoms(variant C)
Biology,What is taxonomy?,Taxonomy is the science of classifying and naming organisms.,Basic,Class 11,NCERT,Taxonomy(variant C)
Biology,Who is the father of taxonomy?,Carl Linnaeus is the father of modern taxonomy.,Basic,Class 11,General,Linnaeus(variant C)
Biology,What is binomial nomenclature?,Binomial nomenclature is the system of giving each organism a two-part scientific name (genus and species).,Intermediate,Class 11,NCERT,Binomial nomenclature(variant C)
Biology,What is the scientific name of humans?,The scientific name of humans is Homo sapiens.,Basic,Class 11,General,Human scientific name(variant C)
Biology,What is the scientific name of the house cat?,The scientific name of the house cat is Felis catus.,Basic,General,General,Cat scientific name(variant C)
Biology,What is symbiosis?,Symbiosis is a close and long-term interaction between two different species.,Intermediate,Class 12,NCERT,Symbiosis(variant C)
Biology,What is mutualism?,Mutualism is a symbiotic relationship where both species benefit.,Intermediate,Class 12,NCERT,Mutualism(variant C)
Biology,What is parasitism?,Parasitism is a relationship where one organism benefits at the expense of the other.,Basic,Class 12,NCERT,Parasitism(variant C)
Biology,What is commensalism?,Commensalism is a relationship where one organism benefits and the other is unaffected.,Intermediate,Class 12,NCERT,Commensalism(variant C)
Physics,What is Newton's first law of motion?,An object at rest stays at rest and an object in motion stays in motion unless acted upon by an external force.,Basic,Class 9,NCERT,Law of Inertia(variant D)
Physics,What is Newton's second law of motion?,Force equals mass times acceleration (F = ma).,Basic,Class 9,NCERT,F=ma(variant D)
Physics,What is Newton's third law of motion?,For every action there is an equal and opposite reaction.,Basic,Class 9,NCERT,Action-Reaction(variant D)
Physics,What is the speed of light?,The speed of light in vacuum is approximately 3 x 10^8 meters per second.,Basic,Class 10,NCERT,Speed of light(variant D)
Physics,What is the unit of force?,The unit of force is Newton (N).,Basic,Class 9,NCERT,Force unit(variant D)
Physics,What is the unit of pressure?,The unit of pressure is Pascal (Pa).,Basic,Class 9,NCERT,Pressure unit(variant D)
Physics,What is Ohm's law?,Voltage equals current times resistance (V = IR).,Basic,Class 10,NCERT,V=IR(variant D)
Physics,What is the unit of electric current?,The unit of electric current is Ampere (A).,Basic,Class 10,NCERT,Current unit(variant D)
Physics,What is the unit of resistance?,The unit of resistance is Ohm.,Basic,Class 10,NCERT,Resistance unit(variant D)
Physics,What is the unit of power?,The unit of power is Watt (W).,Basic,Class 10,NCERT,Power unit(variant D)
Physics,What is the unit of energy?,The unit of energy is Joule (J).,Basic,Class 9,NCERT,Energy unit(variant D)
Physics,What is kinetic energy?,Kinetic energy is the energy possessed by an object due to its motion. KE = 1/2 mv^2.,Intermediate,Class 9,NCERT,KE formula(variant D)
Physics,What is potential energy?,Potential energy is the energy stored in an object due to its position or state. PE = mgh.,Intermediate,Class 9,NCERT,PE formula(variant D)
Physics,What is the law of conservation of energy?,Energy can neither be created nor destroyed; it can only be converted from one form to another.,Basic,Class 9,NCERT,Energy conservation(variant D)
Physics,What is gravity?,Gravity is the force of attraction between two objects having mass. On Earth it is 9.8 m/s^2.,Basic,Class 9,NCERT,Gravity(variant D)
Physics,Who discovered gravity?,Sir Isaac Newton discovered gravity when he observed an apple falling from a tree.,Basic,Class 9,NCERT,Newton gravity(variant D)
Physics,What is the unit of frequency?,The unit of frequency is Hertz (Hz).,Basic,Class 10,NCERT,Frequency unit(variant D)
Physics,What is sound?,Sound is a form of energy that travels as a longitudinal wave through a medium.,Basic,Class 9,NCERT,Sound wave(variant D)
Physics,What is the speed of sound in air?,The speed of sound in air at room temperature is approximately 343 meters per second.,Intermediate,Class 9,NCERT,Sound speed(variant D)
Physics,What is reflection of light?,Reflection is the bouncing back of light when it hits a surface.,Basic,Class 10,NCERT,Light reflection(variant D)
Physics,What is refraction of light?,Refraction is the bending of light when it passes from one medium to another.,Basic,Class 10,NCERT,Light refraction(variant D)
Physics,What is a convex lens?,A convex lens is thicker in the middle and converges light rays to a focal point.,Basic,Class 10,NCERT,Convex lens(variant D)
Physics,What is a concave lens?,A concave lens is thinner in the middle and diverges light rays.,Basic,Class 10,NCERT,Concave lens(variant D)
Physics,What is total internal reflection?,When light hits a boundary at an angle greater than the critical angle it is completely reflected back.,Intermediate,Class 10,NCERT,TIR(variant D)
Physics,What is the electromagnetic spectrum?,It is the range of all types of electromagnetic radiation from gamma rays to radio waves.,Intermediate,Class 10,NCERT,EM spectrum(variant D)
Physics,What are the colours of the rainbow?,"Violet, Indigo, Blue, Green, Yellow, Orange, Red (VIBGYOR).",Basic,Class 10,NCERT,VIBGYOR(variant D)
Physics,What is the principle of a transformer?,A transformer works on the principle of electromagnetic induction.,Intermediate,Class 10,NCERT,Transformer(variant D)
Physics,What is the difference between AC and DC?,AC (alternating current) changes direction periodically while DC (direct current) flows in one direction.,Basic,Class 10,NCERT,AC DC(variant D)
Physics,What is nuclear fission?,Nuclear fission is the splitting of a heavy nucleus into smaller nuclei releasing large amounts of energy.,Advanced,Class 12,NCERT,Fission(variant D)
Physics,What is nuclear fusion?,Nuclear fusion is the combining of two light nuclei to form a heavier nucleus releasing energy.,Advanced,Class 12,NCERT,Fusion(variant D)
Physics,What is radioactivity?,Radioactivity is the spontaneous emission of radiation from the nucleus of an unstable atom.,Intermediate,Class 12,NCERT,Radioactivity(variant D)
Physics,What is half-life?,Half-life is the time required for half of the radioactive atoms in a sample to decay.,Intermediate,Class 12,NCERT,Half-life(variant D)
Physics,What is Archimedes principle?,A body immersed in a fluid experiences an upward buoyant force equal to the weight of fluid displaced.,Basic,Class 9,NCERT,Archimedes(variant D)
Physics,What is Pascal's law?,Pressure applied to a confined fluid is transmitted equally in all directions.,Intermediate,Class 10,NCERT,Pascal law(variant D)
Physics,What is Bernoulli's principle?,As the speed of a fluid increases its pressure decreases.,Advanced,Class 11,NCERT,Bernoulli(variant D)
Physics,What is the Doppler effect?,The change in frequency of a wave as the source and observer move relative to each other.,Intermediate,Class 11,NCERT,Doppler(variant D)
Physics,What is specific heat capacity?,The amount of heat required to raise the temperature of 1 kg of a substance by 1 degree Celsius.,Intermediate,Class 11,NCERT,Specific heat(variant D)
Physics,What is latent heat?,The heat absorbed or released by a substance during a phase change without change in temperature.,Intermediate,Class 11,NCERT,Latent heat(variant D)
Physics,What is simple harmonic motion?,A type of periodic motion where the restoring force is proportional to displacement.,Advanced,Class 11,NCERT,SHM(variant D)
Physics,What is resonance?,Resonance occurs when a system vibrates at its natural frequency due to an external periodic force.,Advanced,Class 11,NCERT,Resonance(variant D)
Physics,What is Boyle's law?,At constant temperature the pressure of a gas is inversely proportional to its volume.,Intermediate,Class 11,NCERT,Boyle's law(variant D)
Physics,What is Charles's law?,At constant pressure the volume of a gas is directly proportional to its absolute temperature.,Intermediate,Class 11,NCERT,Charles law(variant D)
Physics,What is the photoelectric effect?,The emission of electrons from a metal surface when light of sufficient frequency falls on it.,Advanced,Class 12,NCERT,Photoelectric(variant D)
Physics,Who proposed the photoelectric effect theory?,Albert Einstein explained the photoelectric effect using the concept of photons in 1905.,Advanced,Class 12,NCERT,Einstein photon(variant D)
Physics,What is a photon?,A photon is a particle of light carrying energy E = hf where h is Planck's constant and f is frequency.,Advanced,Class 12,NCERT,Photon(variant D)
Physics,What is Planck's constant?,Planck's constant h = 6.626 x 10^-34 Joule-seconds.,Advanced,Class 12,NCERT,Planck constant(variant D)
Physics,What is the work function?,The minimum energy required to remove an electron from the surface of a metal.,Advanced,Class 12,NCERT,Work function(variant D)
Physics,What is de Broglie wavelength?,Every moving particle has an associated wavelength given by lambda = h/mv.,Advanced,Class 12,NCERT,de Broglie(variant D)
Physics,What is Heisenberg uncertainty principle?,It is impossible to simultaneously know both the exact position and momentum of a particle.,Advanced,Class 12,NCERT,Uncertainty principle(variant D)
Physics,What is superconductivity?,The phenomenon where certain materials conduct electricity with zero resistance at very low temperatures.,Advanced,Class 12,General,Superconductivity(variant D)
Physics,What is the unit of magnetic field strength?,The unit of magnetic field strength is Tesla (T).,Intermediate,Class 12,NCERT,Magnetic field unit(variant D)
Physics,What is Fleming's left hand rule?,It gives the direction of force on a current-carrying conductor in a magnetic field.,Intermediate,Class 10,NCERT,Fleming left hand(variant D)
Physics,What is Fleming's right hand rule?,It gives the direction of induced current in a conductor moving in a magnetic field.,Intermediate,Class 10,NCERT,Fleming right hand(variant D)
Physics,What is Lenz's law?,The induced current always flows in a direction that opposes the change causing it.,Intermediate,Class 12,NCERT,Lenz law(variant D)
Physics,What is the SI unit of charge?,The SI unit of electric charge is Coulomb (C).,Basic,Class 10,NCERT,Charge unit(variant D)
