s_no,category,question,answer,difficulty,grade_level,source,keyword_tag
2401,Mathematics,Solve for x: 5x + 30 = 85,x = 11,Basic,Class 7,NCERT,Linear Equations
2402,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 6,NCERT,HCF and LCM
2403,Mathematics,What is 64 minus 97?,-33,Advanced,Class 7,CBSE,Subtraction
2404,Mathematics,Solve for x: 4x + 7 = 31,x = 6,Medium,Class 10,CDC Nepal,Linear Equations
2405,Mathematics,Solve for x: 3x + 17 = 23,x = 2,Basic,Class 7,Nepal Curriculum,Linear Equations
2406,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Advanced,Class 10,CDC Nepal,Triangles
2407,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 6,CDC Nepal,Polygons
2408,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Advanced,Class 9,Nepal Curriculum,Statistics
2409,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Basic,Class 7,CBSE,Geometry
2410,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,NCERT,Algebra
2411,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CBSE,Trigonometry
2412,Mathematics,What is the value of sin 30°?,01-Feb,Advanced,Class 10,NCERT,Trigonometry
2413,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,CDC Nepal,Coordinate Geometry
2414,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,NCERT,Circles
2415,Mathematics,What is the area of a rectangle with length 8 cm and width 15 cm?,120 cm²,Medium,Class 12,CDC Nepal,Mensuration
2416,Mathematics,Solve for x: 2x + 21 = 55,x = 17,Basic,Class 7,Nepal Curriculum,Linear Equations
2417,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,NCERT,Circles
2418,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,NCERT,HCF and LCM
2419,Mathematics,What is the number of sides in a hexagon?,6,Advanced,Class 6,Nepal Curriculum,Polygons
2420,Mathematics,Solve for x: 4x + 14 = 34,x = 5,Basic,Class 7,CBSE,Linear Equations
2421,Mathematics,What is the sum of 88 and 87?,175,Basic,Class 9,Nepal Curriculum,Addition
2422,Mathematics,What is the sum of 49 and 80?,129,Basic,Class 9,CDC Nepal,Addition
2423,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CDC Nepal,Circles
2424,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,NCERT,Coordinate Geometry
2425,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Medium,Class 8,CBSE,Triangles
2426,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 9,CDC Nepal,Coordinate Geometry
2427,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Medium,Class 8,Nepal Curriculum,Algebra
2428,Mathematics,Solve for x: 5x + 13 = 83,x = 14,Medium,Class 10,NCERT,Linear Equations
2429,Mathematics,What is the area of a rectangle with length 11 cm and width 3 cm?,33 cm²,Basic,Class 11,Nepal Curriculum,Mensuration
2430,Mathematics,What is the area of a rectangle with length 4 cm and width 6 cm?,24 cm²,Medium,Class 8,CDC Nepal,Mensuration
2431,Mathematics,Solve for x: 5x + 8 = 98,x = 18,Medium,Class 11,NCERT,Linear Equations
2432,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Medium,Class 7,CDC Nepal,Geometry
2433,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CBSE,Circles
2434,Mathematics,What is 68 multiplied by 14?,952,Basic,Class 9,Nepal Curriculum,Multiplication
2435,Mathematics,Solve for x: 5x + 6 = 16,x = 2,Basic,Class 7,CBSE,Linear Equations
2436,Mathematics,What is 12 minus 97?,-85,Basic,Class 9,CBSE,Subtraction
2437,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Basic,Class 10,CDC Nepal,Quadratic Equations
2438,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,CDC Nepal,Mensuration
2439,Mathematics,What is 16 minus 21?,-5,Basic,Class 10,CBSE,Subtraction
2440,Mathematics,Solve for x: 5x + 20 = 90,x = 14,Basic,Class 8,Nepal Curriculum,Linear Equations
2441,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 9,Nepal Curriculum,Fractions and Decimals
2442,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,CBSE,Coordinate Geometry
2443,Mathematics,What is 68 minus 28?,40,Advanced,Class 12,CBSE,Subtraction
2444,Mathematics,Solve: 3y - 7 = 14,y = 7,Medium,Class 7,NCERT,Linear Equations
2445,Mathematics,What is the area of a rectangle with length 12 cm and width 4 cm?,48 cm²,Basic,Class 12,NCERT,Mensuration
2446,Mathematics,What is the value of sin 30°?,01-Feb,Medium,Class 10,Nepal Curriculum,Trigonometry
2447,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 7,NCERT,Coordinate Geometry
2448,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Basic,Class 9,CBSE,Statistics
2449,Mathematics,What is the area of a rectangle with length 10 cm and width 9 cm?,90 cm²,Basic,Class 12,CDC Nepal,Mensuration
2450,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 6,CBSE,Fractions and Decimals
2451,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 10,CBSE,Quadratic Equations
2452,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CDC Nepal,Trigonometry
2453,Mathematics,Solve: 3y - 7 = 14,y = 7,Advanced,Class 7,NCERT,Linear Equations
2454,Mathematics,What is the area of a rectangle with length 12 cm and width 9 cm?,108 cm²,Basic,Class 12,NCERT,Mensuration
2455,Mathematics,What is the area of a rectangle with length 11 cm and width 12 cm?,132 cm²,Advanced,Class 12,NCERT,Mensuration
2456,Mathematics,What is 68 minus 80?,-12,Medium,Class 12,NCERT,Subtraction
2457,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 8,CDC Nepal,Commercial Mathematics
2458,Mathematics,What is 57 multiplied by 38?,2166,Advanced,Class 12,CBSE,Multiplication
2459,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Medium,Class 8,CDC Nepal,Mensuration
2460,Mathematics,What is 29 multiplied by 57?,1653,Medium,Class 6,CBSE,Multiplication
2461,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,CDC Nepal,Coordinate Geometry
2462,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 6,NCERT,Polygons
2463,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 10,Nepal Curriculum,Circles
2464,Mathematics,Solve for x: 3x + 21 = 33,x = 4,Basic,Class 8,NCERT,Linear Equations
2465,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 12,CBSE,Quadratic Equations
2466,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,NCERT,Mensuration
2467,Mathematics,What is the area of a rectangle with length 11 cm and width 4 cm?,44 cm²,Basic,Class 10,CDC Nepal,Mensuration
2468,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 6,CBSE,HCF and LCM
2469,Mathematics,What is the number of sides in a hexagon?,6,Basic,Class 6,Nepal Curriculum,Polygons
2470,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Advanced,Class 7,CBSE,Linear Equations
2471,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,NCERT,HCF and LCM
2472,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,Nepal Curriculum,Trigonometry
2473,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Basic,Class 10,CDC Nepal,Quadratic Equations
2474,Mathematics,What is the sum of 12 and 62?,74,Basic,Class 12,CDC Nepal,Addition
2475,Mathematics,Solve for x: 5x + 30 = 85,x = 11,Basic,Class 6,Nepal Curriculum,Linear Equations
2476,Mathematics,What is the smallest prime number?,2,Basic,Class 6,NCERT,Prime Numbers
2477,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Medium,Class 7,NCERT,Circles
2478,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 8,NCERT,Mensuration
2479,Mathematics,What is the sum of 56 and 24?,80,Advanced,Class 10,NCERT,Addition
2480,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Basic,Class 7,CDC Nepal,Probability
2481,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 8,CBSE,Commercial Mathematics
2482,Mathematics,What is the area of a rectangle with length 10 cm and width 9 cm?,90 cm²,Medium,Class 11,CDC Nepal,Mensuration
2483,Mathematics,What is the area of a rectangle with length 14 cm and width 7 cm?,98 cm²,Basic,Class 8,CDC Nepal,Mensuration
2484,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 11,Nepal Curriculum,Coordinate Geometry
2485,Mathematics,Solve for x: 4x + 24 = 60,x = 9,Medium,Class 9,NCERT,Linear Equations
2486,Mathematics,Solve for x: 5x + 10 = 25,x = 3,Medium,Class 9,NCERT,Linear Equations
2487,Mathematics,Solve for x: 4x + 17 = 85,x = 17,Basic,Class 8,NCERT,Linear Equations
2488,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Medium,Class 7,Nepal Curriculum,Circles
2489,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,CBSE,Mensuration
2490,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CBSE,Circles
2491,Mathematics,Solve for x: 3x + 22 = 55,x = 11,Medium,Class 11,NCERT,Linear Equations
2492,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,Nepal Curriculum,Trigonometry
2493,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Advanced,Class 8,NCERT,Mensuration
2494,Mathematics,Solve for x: 3x + 11 = 44,x = 11,Medium,Class 11,NCERT,Linear Equations
2495,Mathematics,Solve for x: 5x + 10 = 30,x = 4,Medium,Class 9,CBSE,Linear Equations
2496,Mathematics,Solve for x: 2x + 19 = 57,x = 19,Basic,Class 7,CBSE,Linear Equations
2497,Mathematics,What is the value of π approximately to two decimal places?,3.14,Basic,Class 9,NCERT,Circles
2498,Mathematics,What is the smallest prime number?,2,Basic,Class 6,NCERT,Prime Numbers
2499,Mathematics,Solve for x: 5x + 7 = 67,x = 12,Medium,Class 9,CBSE,Linear Equations
2500,Mathematics,What is the area of a rectangle with length 10 cm and width 10 cm?,100 cm²,Medium,Class 6,NCERT,Mensuration
2501,Mathematics,What is the sum of 11 and 27?,38,Basic,Class 10,CBSE,Addition
2502,Mathematics,What is 34 multiplied by 57?,1938,Medium,Class 11,NCERT,Multiplication
2503,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Basic,Class 12,NCERT,Linear Equations
2504,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,CBSE,Algebra
2505,Mathematics,What is the area of a rectangle with length 5 cm and width 12 cm?,60 cm²,Medium,Class 12,CDC Nepal,Mensuration
2506,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,CDC Nepal,Circles
2507,Mathematics,What is the area of a rectangle with length 13 cm and width 10 cm?,130 cm²,Basic,Class 11,CBSE,Mensuration
2508,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 8,CBSE,Commercial Mathematics
2509,Mathematics,What is the area of a rectangle with length 6 cm and width 13 cm?,78 cm²,Basic,Class 11,Nepal Curriculum,Mensuration
2510,Mathematics,What is 95 minus 37?,58,Medium,Class 6,CDC Nepal,Subtraction
2511,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Medium,Class 7,CBSE,Geometry
2512,Mathematics,What is the area of a rectangle with length 11 cm and width 4 cm?,44 cm²,Advanced,Class 8,Nepal Curriculum,Mensuration
2513,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Medium,Class 9,Nepal Curriculum,Statistics
2514,Mathematics,Solve for x: 2x + 9 = 29,x = 10,Basic,Class 7,CDC Nepal,Linear Equations
2515,Mathematics,What is 68 minus 33?,35,Basic,Class 11,NCERT,Subtraction
2516,Mathematics,Solve for x: 2x + 16 = 52,x = 18,Medium,Class 10,CDC Nepal,Linear Equations
2517,Mathematics,What is the value of π approximately to two decimal places?,3.14,Advanced,Class 9,CBSE,Circles
2518,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Medium,Class 8,NCERT,Mensuration
2519,Mathematics,Solve for x: 3x + 24 = 63,x = 13,Medium,Class 11,CBSE,Linear Equations
2520,Mathematics,What is the sum of 16 and 92?,108,Advanced,Class 9,NCERT,Addition
2521,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Basic,Class 7,CBSE,Linear Equations
2522,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Basic,Class 6,NCERT,Fractions and Decimals
2523,Mathematics,Solve for x: 3x + 28 = 40,x = 4,Medium,Class 11,CBSE,Linear Equations
2524,Mathematics,What is the area of a rectangle with length 14 cm and width 12 cm?,168 cm²,Basic,Class 7,CBSE,Mensuration
2525,Mathematics,What is the area of a rectangle with length 14 cm and width 6 cm?,84 cm²,Basic,Class 6,Nepal Curriculum,Mensuration
2526,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,CBSE,Mensuration
2527,Mathematics,Solve for x: 3x + 13 = 16,x = 1,Basic,Class 7,NCERT,Linear Equations
2528,Mathematics,What is the smallest prime number?,2,Advanced,Class 6,CDC Nepal,Prime Numbers
2529,Mathematics,What is 12 multiplied by 82?,984,Basic,Class 9,CBSE,Multiplication
2530,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Advanced,Class 10,NCERT,Geometry
2531,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Advanced,Class 9,NCERT,Circles
2532,Mathematics,What is the value of π approximately to two decimal places?,3.14,Advanced,Class 9,Nepal Curriculum,Circles
2533,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Advanced,Class 7,Nepal Curriculum,Geometry
2534,Mathematics,Find the value of tan 45°.,1,Advanced,Class 10,CDC Nepal,Trigonometry
2535,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 11,NCERT,Circles
2536,Mathematics,What is the area of a rectangle with length 6 cm and width 12 cm?,72 cm²,Basic,Class 12,CDC Nepal,Mensuration
2537,Mathematics,Solve for x: 2x + 28 = 60,x = 16,Medium,Class 10,CDC Nepal,Linear Equations
2538,Mathematics,What is the value of sin 30°?,01-Feb,Advanced,Class 10,NCERT,Trigonometry
2539,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,CDC Nepal,Mensuration
2540,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 9,CDC Nepal,Triangles
2541,Mathematics,What is the area of a rectangle with length 13 cm and width 4 cm?,52 cm²,Advanced,Class 7,Nepal Curriculum,Mensuration
2542,Mathematics,What is the sum of 98 and 52?,150,Advanced,Class 11,NCERT,Addition
2543,Mathematics,What is the area of a rectangle with length 15 cm and width 11 cm?,165 cm²,Advanced,Class 9,CDC Nepal,Mensuration
2544,Mathematics,Solve for x: 2x + 15 = 23,x = 4,Basic,Class 7,Nepal Curriculum,Linear Equations
2545,Mathematics,What is 50 multiplied by 58?,2900,Advanced,Class 6,NCERT,Multiplication
2546,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,CDC Nepal,Coordinate Geometry
2547,Mathematics,What is the area of a rectangle with length 12 cm and width 12 cm?,144 cm²,Medium,Class 8,Nepal Curriculum,Mensuration
2548,Mathematics,What is the smallest prime number?,2,Advanced,Class 6,CDC Nepal,Prime Numbers
2549,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,CDC Nepal,Algebra
2550,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,NCERT,Algebra
2551,Mathematics,Solve for x: 5x + 25 = 120,x = 19,Basic,Class 8,Nepal Curriculum,Linear Equations
2552,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Medium,Class 11,Nepal Curriculum,Circles
2553,Mathematics,What is the area of a rectangle with length 3 cm and width 15 cm?,45 cm²,Advanced,Class 7,Nepal Curriculum,Mensuration
2554,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 11,NCERT,Quadratic Equations
2555,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 8,CDC Nepal,Circles
2556,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Medium,Class 8,Nepal Curriculum,Algebra
2557,Mathematics,What is 84 multiplied by 16?,1344,Medium,Class 10,CBSE,Multiplication
2558,Mathematics,Solve for x: 4x + 9 = 73,x = 16,Basic,Class 7,Nepal Curriculum,Linear Equations
2559,Mathematics,What is the value of sin 30°?,01-Feb,Advanced,Class 10,NCERT,Trigonometry
2560,Mathematics,What is the slope of the line y = 2x + 3?,2,Basic,Class 11,Nepal Curriculum,Coordinate Geometry
2561,Mathematics,Solve: 3y - 7 = 14,y = 7,Advanced,Class 7,Nepal Curriculum,Linear Equations
2562,Mathematics,What is 16 multiplied by 25?,400,Medium,Class 6,CBSE,Multiplication
2563,Mathematics,What is 25 minus 40?,-15,Advanced,Class 7,CDC Nepal,Subtraction
2564,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CDC Nepal,Trigonometry
2565,Mathematics,What is the number of sides in a hexagon?,6,Advanced,Class 12,CDC Nepal,Polygons
2566,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 6,NCERT,Polygons
2567,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 6,Nepal Curriculum,Mensuration
2568,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,CBSE,Coordinate Geometry
2569,Mathematics,Solve for x: 4x + 23 = 79,x = 14,Basic,Class 6,Nepal Curriculum,Linear Equations
2570,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Advanced,Class 6,Nepal Curriculum,Mensuration
2571,Mathematics,What is the area of a rectangle with length 11 cm and width 15 cm?,165 cm²,Basic,Class 11,CDC Nepal,Mensuration
2572,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,NCERT,Coordinate Geometry
2573,Mathematics,What is the sum of 86 and 98?,184,Advanced,Class 7,NCERT,Addition
2574,Mathematics,What is 83 multiplied by 36?,2988,Medium,Class 12,Nepal Curriculum,Multiplication
2575,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 8,NCERT,Mensuration
2576,Mathematics,Solve for x: 3x + 14 = 17,x = 1,Basic,Class 8,NCERT,Linear Equations
2577,Mathematics,What is 72 minus 98?,-26,Medium,Class 10,CBSE,Subtraction
2578,Mathematics,What is the area of a rectangle with length 3 cm and width 6 cm?,18 cm²,Basic,Class 10,NCERT,Mensuration
2579,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,Nepal Curriculum,Algebra
2580,Mathematics,What is 42 minus 43?,-1,Basic,Class 8,Nepal Curriculum,Subtraction
2581,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 6,Nepal Curriculum,HCF and LCM
2582,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Advanced,Class 8,Nepal Curriculum,Mensuration
2583,Mathematics,Solve for x: 4x + 30 = 50,x = 5,Medium,Class 10,CDC Nepal,Linear Equations
2584,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CBSE,Trigonometry
2585,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Advanced,Class 7,CDC Nepal,Geometry
2586,Mathematics,What is the number of sides in a hexagon?,6,Basic,Class 6,CBSE,Polygons
2587,Mathematics,What is 58 minus 38?,20,Basic,Class 7,NCERT,Subtraction
2588,Mathematics,What is the area of a rectangle with length 15 cm and width 10 cm?,150 cm²,Basic,Class 6,NCERT,Mensuration
2589,Mathematics,What is the area of a rectangle with length 12 cm and width 4 cm?,48 cm²,Advanced,Class 11,NCERT,Mensuration
2590,Mathematics,What is the value of π approximately to two decimal places?,3.14,Basic,Class 9,CDC Nepal,Circles
2591,Mathematics,What is the area of a rectangle with length 14 cm and width 5 cm?,70 cm²,Medium,Class 7,Nepal Curriculum,Mensuration
2592,Mathematics,What is the slope of the line y = 2x + 3?,2,Advanced,Class 11,NCERT,Coordinate Geometry
2593,Mathematics,What is the area of a rectangle with length 9 cm and width 14 cm?,126 cm²,Medium,Class 11,CDC Nepal,Mensuration
2594,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Medium,Class 9,CBSE,Statistics
2595,Mathematics,Solve: 3y - 7 = 14,y = 7,Advanced,Class 7,Nepal Curriculum,Linear Equations
2596,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,CBSE,Mensuration
2597,Mathematics,What is the area of a rectangle with length 4 cm and width 5 cm?,20 cm²,Basic,Class 11,NCERT,Mensuration
2598,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Advanced,Class 8,NCERT,Algebra
2599,Mathematics,Solve for x: 2x + 17 = 51,x = 17,Medium,Class 9,NCERT,Linear Equations
2600,Mathematics,What is the area of a rectangle with length 14 cm and width 11 cm?,154 cm²,Advanced,Class 12,CBSE,Mensuration
2601,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Advanced,Class 7,NCERT,Mensuration
2602,Mathematics,What is 56 multiplied by 27?,1512,Advanced,Class 7,CBSE,Multiplication
2603,Mathematics,What is 24 multiplied by 53?,1272,Medium,Class 9,Nepal Curriculum,Multiplication
2604,Mathematics,Solve for x: 4x + 11 = 51,x = 10,Medium,Class 12,NCERT,Linear Equations
2605,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 10,NCERT,Polygons
2606,Mathematics,Solve for x: 5x + 15 = 115,x = 20,Medium,Class 10,CBSE,Linear Equations
2607,Mathematics,What is the smallest prime number?,2,Medium,Class 6,Nepal Curriculum,Prime Numbers
2608,Mathematics,Solve for x: 3x + 18 = 27,x = 3,Basic,Class 6,NCERT,Linear Equations
2609,Mathematics,What is 60 minus 57?,3,Basic,Class 6,CBSE,Subtraction
2610,Mathematics,What is 66 minus 94?,-28,Advanced,Class 7,Nepal Curriculum,Subtraction
2611,Mathematics,Solve: 3y - 7 = 14,y = 7,Basic,Class 7,Nepal Curriculum,Linear Equations
2612,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,CDC Nepal,Algebra
2613,Mathematics,What is the area of a rectangle with length 10 cm and width 13 cm?,130 cm²,Basic,Class 8,CBSE,Mensuration
2614,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Advanced,Class 8,Nepal Curriculum,Commercial Mathematics
2615,Mathematics,What is the value of π approximately to two decimal places?,3.14,Advanced,Class 9,CDC Nepal,Circles
2616,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Basic,Class 7,Nepal Curriculum,Geometry
2617,Mathematics,What is the smallest prime number?,2,Advanced,Class 6,NCERT,Prime Numbers
2618,Mathematics,Solve for x: 4x + 20 = 60,x = 10,Basic,Class 8,NCERT,Linear Equations
2619,Mathematics,What is the area of a rectangle with length 5 cm and width 6 cm?,30 cm²,Advanced,Class 7,CBSE,Mensuration
2620,Mathematics,What is the area of a rectangle with length 9 cm and width 6 cm?,54 cm²,Medium,Class 12,CDC Nepal,Mensuration
2621,Mathematics,What is 85 multiplied by 90?,7650,Basic,Class 12,Nepal Curriculum,Multiplication
2622,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 6,CBSE,HCF and LCM
2623,Mathematics,What is the area of a rectangle with length 4 cm and width 3 cm?,12 cm²,Medium,Class 7,CDC Nepal,Mensuration
2624,Mathematics,What is the sum of 64 and 71?,135,Advanced,Class 8,CDC Nepal,Addition
2625,Mathematics,Solve for x: 5x + 12 = 72,x = 12,Basic,Class 8,CBSE,Linear Equations
2626,Mathematics,What is 51 minus 37?,14,Basic,Class 7,CDC Nepal,Subtraction
2627,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,Nepal Curriculum,Trigonometry
2628,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Medium,Class 8,CBSE,Commercial Mathematics
2629,Mathematics,What is the smallest prime number?,2,Advanced,Class 6,Nepal Curriculum,Prime Numbers
2630,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Advanced,Class 9,CBSE,Statistics
2631,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 8,CDC Nepal,Mensuration
2632,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Basic,Class 7,NCERT,Geometry
2633,Mathematics,What is the number of sides in a hexagon?,6,Basic,Class 6,CDC Nepal,Polygons
2634,Mathematics,Solve for x: 3x + 22 = 70,x = 16,Basic,Class 6,Nepal Curriculum,Linear Equations
2635,Mathematics,What is the value of sin 30°?,01-Feb,Medium,Class 10,CBSE,Trigonometry
2636,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Advanced,Class 12,NCERT,Triangles
2637,Mathematics,What is the area of a rectangle with length 11 cm and width 15 cm?,165 cm²,Medium,Class 6,NCERT,Mensuration
2638,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Advanced,Class 8,CBSE,Mensuration
2639,Mathematics,What is the slope of the line y = 2x + 3?,2,Basic,Class 11,Nepal Curriculum,Coordinate Geometry
2640,Mathematics,What is 75 multiplied by 59?,4425,Medium,Class 9,CDC Nepal,Multiplication
2641,Mathematics,What is 83 multiplied by 37?,3071,Basic,Class 8,NCERT,Multiplication
2642,Mathematics,What is the area of a rectangle with length 14 cm and width 11 cm?,154 cm²,Advanced,Class 12,CBSE,Mensuration
2643,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Medium,Class 10,CBSE,Probability
2644,Mathematics,What is the area of a rectangle with length 7 cm and width 3 cm?,21 cm²,Basic,Class 7,Nepal Curriculum,Mensuration
2645,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Basic,Class 8,Nepal Curriculum,Linear Equations
2646,Mathematics,What is 54 multiplied by 90?,4860,Advanced,Class 7,CBSE,Multiplication
2647,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Medium,Class 6,Nepal Curriculum,Fractions and Decimals
2648,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 10,NCERT,Polygons
2649,Mathematics,What is 12 multiplied by 78?,936,Advanced,Class 7,NCERT,Multiplication
2650,Mathematics,What is the number of sides in a hexagon?,6,Medium,Class 11,Nepal Curriculum,Polygons
2651,Mathematics,What is the sum of 90 and 60?,150,Medium,Class 7,CDC Nepal,Addition
2652,Mathematics,Solve: 3y - 7 = 14,y = 7,Medium,Class 7,CDC Nepal,Linear Equations
2653,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Medium,Class 10,Nepal Curriculum,Quadratic Equations
2654,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Advanced,Class 8,CBSE,Commercial Mathematics
2655,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Basic,Class 10,CDC Nepal,Quadratic Equations
